projectName,Variables,Stylistic Issues,Possible Errors,Node.js and CommonJS,Best Practices,ECMAScript6,prefer-arrow-callback,no-iterator,generator-star-spacing,no-inline-comments,no-script-url,init-declarations,no-implicit-coercion,no-empty,no-template-curly-in-string,max-lines,no-restricted-properties,no-bitwise,no-useless-concat,no-unused-expressions,no-empty-pattern,space-before-function-paren,no-param-reassign,no-return-await,no-unsafe-negation,no-new-require,no-with,one-var-declaration-per-line,curly,no-div-regex,no-use-before-define,max-statements,no-implied-eval,no-useless-rename,prefer-destructuring,dot-location,newline-per-chained-call,require-await,dot-notation,no-eq-null,quote-props,sort-imports,no-useless-constructor,max-len,line-comment-position,max-nested-callbacks,no-control-regex,no-prototype-builtins,no-mixed-requires,function-paren-newline,new-cap,object-shorthand,no-compare-neg-zero,camelcase,eol-last,getter-return,no-else-return,no-restricted-modules,padding-line-between-statements,no-restricted-imports,no-sparse-arrays,no-cond-assign,no-labels,semi-spacing,prefer-const,no-process-exit,class-methods-use-this,no-multi-str,no-caller,no-self-compare,no-shadow,key-spacing,for-direction,no-self-assign,semi,no-unexpected-multiline,eqeqeq,no-array-constructor,no-nested-ternary,no-useless-call,prefer-template,func-name-matching,no-alert,array-bracket-spacing,one-var,template-tag-spacing,constructor-super,no-sync,handle-callback-err,no-useless-computed-key,padded-blocks,no-fallthrough,valid-jsdoc,no-extra-boolean-cast,no-extra-parens,template-curly-spacing,no-dupe-keys,no-undef-init,require-jsdoc,no-loop-func,no-ternary,no-unused-vars,wrap-iife,operator-linebreak,no-case-declarations,no-sequences,yoda,no-plusplus,no-console,no-class-assign,no-obj-calls,computed-property-spacing,sort-vars,no-catch-shadow,unicode-bom,block-scoped-var,no-dupe-class-members,yield-star-spacing,no-undef,no-path-concat,wrap-regex,quotes,no-extra-semi,func-call-spacing,keyword-spacing,no-multi-spaces,object-curly-newline,sort-keys,no-tabs,jsx-quotes,comma-spacing,no-ex-assign,rest-spread-spacing,no-confusing-arrow,prefer-promise-reject-errors,brace-style,no-unsafe-finally,accessor-pairs,no-lone-blocks,no-duplicate-case,no-redeclare,no-const-assign,block-spacing,no-extra-label,no-unused-labels,func-names,indent,no-useless-escape,no-unneeded-ternary,space-unary-ops,id-length,no-multiple-empty-lines,arrow-body-style,radix,no-restricted-syntax,no-undefined,no-empty-function,no-global-assign,consistent-this,new-parens,array-bracket-newline,arrow-spacing,linebreak-style,object-curly-spacing,callback-return,default-case,no-dupe-args,no-invalid-this,prefer-rest-params,lines-around-comment,global-require,no-mixed-spaces-and-tabs,no-invalid-regexp,array-callback-return,no-new-wrappers,guard-for-in,no-magic-numbers,no-void,switch-colon-spacing,require-yield,no-useless-return,no-await-in-loop,no-eval,no-implicit-globals,no-octal,no-proto,no-constant-condition,no-regex-spaces,no-empty-character-class,arrow-parens,consistent-return,id-blacklist,object-property-newline,valid-typeof,no-irregular-whitespace,no-new-func,max-params,no-new-object,no-process-env,no-inner-declarations,no-negated-condition,no-continue,no-shadow-restricted-names,multiline-ternary,no-multi-assign,no-lonely-if,no-extend-native,no-func-assign,max-statements-per-line,space-before-blocks,no-whitespace-before-property,no-unmodified-loop-condition,capitalized-comments,operator-assignment,no-octal-escape,no-trailing-spaces,no-var,symbol-description,no-buffer-constructor,array-element-newline,spaced-comment,comma-style,no-throw-literal,no-floating-decimal,no-underscore-dangle,no-new,nonblock-statement-body-position,no-return-assign,no-extra-bind,use-isnan,vars-on-top,no-delete-var,no-duplicate-imports,prefer-numeric-literals,space-infix-ops,func-style,no-mixed-operators,no-unreachable,no-warning-comments,semi-style,no-this-before-super,prefer-spread,no-restricted-globals,complexity,id-match,space-in-parens,no-label-var,comma-dangle,max-depth,no-new-symbol,no-debugger
codespaces-project-template-js,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
